source,date,apiURL,url,sku,name,brand,stock,advance,paymentAmount,phoneContractDuration,sim_price,simContractname,simContractDuration,phoneContractPrice,isPhoneContractAvailableWOsim,phoneContractSimPackage,handsetOnlyCostCash,handsetOnlyContract,previousPrice,onSale,saleText,plan_type,sim_data,simOfferData,sim1YearIncrease,sim2YearIncrease,sim3YearIncrease,simDesc,colour,size,UPC,EAN,cat,subcat1,subcat2,subcat3,subcat4,subcat5,warranty,image1,image2,image3,image4,image5,desc,shortDesc,reviewCount,reviewRating,videoURL,isSellingFast,isRestockingSoon,isPromotion,isOutletPrice,lowestPriceText,lowestPriceValue,attributeType1,attributeTitle1,attributeValue1,attributeType2,attributeTitle2,attributeValue2,attributeType3,attributeTitle3,attributeValue3,attributeType4,attributeTitle4,attributeValue4,attributeType5,attributeTitle5,attributeValue5,attributeType6,attributeTitle6,attributeValue6,attributeType7,attributeTitle7,attributeValue7,attributeType8,attributeTitle8,attributeValue8,attributeType9,attributeTitle9,attributeValue9,attributeType10,attributeTitle10,attributeValue10,attributeType11,attributeTitle11,attributeValue11,attributeType12,attributeTitle12,attributeValue12,attributeType13,attributeTitle13,attributeValue13,attributeType14,attributeTitle14,attributeValue14,attributeType15,attributeTitle15,attributeValue15,attributeType16,attributeTitle16,attributeValue16,attributeType17,attributeTitle17,attributeValue17,attributeType18,attributeTitle18,attributeValue18,attributeType19,attributeTitle19,attributeValue19,attributeType20,attributeTitle20,attributeValue20
lebara,2025-08-31,,https://phones.lebara.co.uk/samsung/samsung-galaxy-s24-256gb-onyx-black?simfree=1,161650,Samsung Galaxy S24 256Gb Onyx Black,Samsung,,,,,,,,,,,599.00,,749.0,Y,SAVE £150,,,,,,,,Onyx Black,256GB,,,Electronics,Communications,Telephony,Mobile Phones,,,,https://phones.lebara.co.uk/files/images/handsets/samsung/01-galaxy-s24-onyx-black-pm-v2png,https://phones.lebara.co.uk/files/images/handsets/samsung/02_samsung-galaxys24_black_pm.png,https://phones.lebara.co.uk/files/images/handsets/samsung/03_samsung-galaxys24_black_pm.png,https://phones.lebara.co.uk/files/images/handsets/samsung/04_samsung-galaxys24_black_pm.png,,Vibrant 6.2-inch Dynamic AMOLED display. | Fresh and durable design. | Exynos 2400 for Galaxy processor.,,,,https://www.youtube.com/embed/g186XVcuNUc?si=PSGUTq35orBQR0ky,,,Y,,,,SPECIFICATION,Audio Features,"STEREO SPEAKERS, DOLBY ATMOS",SPECIFICATION,Headphone Jack,VIA USB TYPE-C,SPECIFICATION,Fast Charging,YES,SPECIFICATION,Reverse Wireless Charging,YES,SPECIFICATION,Wireless Charging,YES,SPECIFICATION,Charging Port,USB TYPE-C,SPECIFICATION,Battery Capacity,4000 MAH,SPECIFICATION,Camera Resolution,TRIPLE CAMERA 12MP + 50MP + 10MP,SPECIFICATION,Camera Features,"30X SPACE ZOOM, 3X OPTICAL ZOOM, PHOTO ASSIST, NIGHTOGRAPHY",SPECIFICATION,Front Camera Resolution,12MP,SPECIFICATION,Video Camera Resolution,8K,SPECIFICATION,Slow Motion Video,YES,SPECIFICATION,WiFi,YES,SPECIFICATION,NFC,YES,SPECIFICATION,Bluetooth,YES,SPECIFICATION,GPS,YES,SPECIFICATION,IP Rating,IP68,SPECIFICATION,Weight,167 G,SPECIFICATION,Dimensions,147 X 70.6 X 7.6 MM,SPECIFICATION,Display Pixel Density,418 PPI
lebara,2025-08-31,,https://phones.lebara.co.uk/motorola/motorola-g86-spellbound?simfree=1,180536,Motorola G86 Spellbound,Motorola,,,,,,,,,,,280.00,,,,,,,,,,,,Spellbound,256GB,,,Electronics,Communications,Telephony,Mobile Phones,,,,https://phones.lebara.co.uk/files/images/handsets/motorola/01_motorola-moto-g86-spellbound_pm.png,https://phones.lebara.co.uk/files/images/handsets/motorola/02_motorola-moto-g86-spellbound_pm.png,https://phones.lebara.co.uk/files/images/handsets/motorola/03_motorola-moto-g86-spellbound_pm.png,https://phones.lebara.co.uk/files/images/handsets/motorola/04_motorola-moto-g86-spellbound_pm.png,,6.7-inch Super HD display. | 50MP AI-powered dual-camera. | Up to 41 hours battery power.,,,,,,,,,,,SPECIFICATION,Audio Features,DUAL STEREO SPEAKERS WITH DOLBY ATMOS\U00AE,SPECIFICATION,Headphone Jack,VIA USB TYPE-C,SPECIFICATION,Fast Charging,YES,SPECIFICATION,Charging Port,USB TYPE-C,SPECIFICATION,Battery Capacity,5200MAH,SPECIFICATION,Camera Resolution,DUAL CAMERA 50MP WIDE-ANGLE + 8MP ULTRA-WIDE,SPECIFICATION,Camera Features,"PHOTO BOOTH, PRO, PORTRAIT, MOTO AI PROCESSING, AUTO SMILE CAPTURE, AUTO NIGHT VISION, GESTURE CAPTURE, TAP ANYWHERE TO CAPTURE",SPECIFICATION,Front Camera Resolution,32MP,SPECIFICATION,Video Camera Resolution,4K,SPECIFICATION,Slow Motion Video,YES,SPECIFICATION,Front Camera Features,"DUAL CAPTURE, TIMELAPSE (W/ HYPERLAPSE), VIDEO STABILISATION, FACE BEAUTY, VIDEO SNAPSHOT, SELFIE VIDEO MIRROR",SPECIFICATION,WiFi,YES,SPECIFICATION,NFC,YES,SPECIFICATION,Bluetooth,YES,SPECIFICATION,GPS,YES,SPECIFICATION,IP Rating,IP68/69K,SPECIFICATION,Weight,185G,SPECIFICATION,Dimensions,161.21MM \U00D7 74.74MM \U00D7 7.87 MM,SPECIFICATION,Display Pixel Density,446PPI,SPECIFICATION,Display Resolution,2712 \U00D7 1220 PIXELS
lebara,2025-08-31,,https://phones.lebara.co.uk/apple/iphone-13-mini-128gb-green-as-new?simfree=1,162831,Iphone 13 Mini 128Gb Green As New,Apple,,,,,,,,,,,449.00,,,,,,,,,,,,Green,128GB,,,Electronics,Communications,Telephony,Mobile Phones,,,12-month,https://phones.lebara.co.uk/files/images/handsets/apple/01_iphone13mini_green_pm.png,https://phones.lebara.co.uk/files/images/handsets/apple/02_iphone13mini_green_pm.png,https://phones.lebara.co.uk/files/images/handsets/apple/03_iphone13mini_green_pm.png,https://phones.lebara.co.uk/files/images/handsets/apple/04_iphone13mini_green_pm.png,https://phones.lebara.co.uk/files/images/handsets/apple/05_iphone13mini_green_pm.png,12-month supplier warranty. | Fully tested and works as new. | Includes charging cable.,,,,https://www.youtube.com/embed/1HWUjMjaBJI,,,,,,,SPECIFICATION,Audio Features,"SPATIAL AUDIO PLAYBACK, USER\U2011CONFIGURABLE MAXIMUM VOLUME LIMIT, AAC\U2011LC, HE\U2011AAC, HE\U2011AAC V2, PROTECTED AAC, MP3, LINEAR PCM, APPLE LOSSLESS, FLAC, DOLBY DIGITAL (AC\U20113), DOLBY DIGITAL PLUS (E\U2011AC\U20113), DOLBY ATMOS, AND AUDIBLE (FORMATS 2, 3, 4, AUDIBLE ENHANCED AUDIO, AAX, AND AAX+)",SPECIFICATION,Headphone Jack,VIA LIGHTNING PORT,SPECIFICATION,Fast Charging,YES,SPECIFICATION,Wireless Charging,YES,SPECIFICATION,Charging Port,USB TYPE-C TO LIGHTNING,SPECIFICATION,Camera Resolution,DUAL 12MP ULTRAWIDE AND WIDE,SPECIFICATION,Camera Features,"WIDE: \U0192/1.6 APERTURE ULTRA WIDE: \U0192/2.4 APERTURE AND 120\U00B0 FIELD OF VIEW 2X OPTICAL ZOOM OUT, DIGITAL ZOOM UP TO 5X, PORTRAIT MODE WITH ADVANCED BOKEH AND DEPTH CONTROL, PORTRAIT LIGHTING WITH SIX EFFECTS (NATURAL, STUDIO, CONTOUR, STAGE, STAGE MONO, HIGH\U2011KEY MONO), SENSOR\U2011SHIFT OPTICAL IMAGE STABILIZATION (WIDE), SEVEN\U2011ELEMENT LENS (WIDE); FIVE\U2011ELEMENT LENS (ULTRA WIDE), TRUE TONE FLASH WITH SLOW SYNC, PANORAMA (UP TO 63MP), SAPPHIRE CRYSTAL LENS COVER 100%, FOCUS PIXELS (WIDE), NIGHT MODE, DEEP FUSION, SMART HDR 4, PHOTOGRAPHIC STYLES, WIDE COLOUR CAPTURE FOR PHOTOS AND LIVE PHOTOS, LENS CORRECTION (ULTRA WIDE), ADVANCED RED\U2011EYE CORRECTION, AUTO IMAGE STABILIZATION, BURST MODE, PHOTO GEOTAGGING, IMAGE FORMATS CAPTURED: HEIF AND JPEG",SPECIFICATION,Front Camera Resolution,12MP,SPECIFICATION,Video Camera Resolution,4K,SPECIFICATION,Slow Motion Video,YES,SPECIFICATION,Front Camera Features,"PORTRAIT MODE WITH ADVANCED BOKEH AND DEPTH CONTROL, PORTRAIT LIGHTING WITH SIX EFFECTS (NATURAL, STUDIO, CONTOUR, STAGE, STAGE MONO, HIGH\U2011KEY MONO), ANIMOJI AND MEMOJI, NIGHT MODE, DEEP FUSION, SMART HDR 4,PHOTOGRAPHIC STYLES, CINEMATIC MODE FOR RECORDING VIDEOS WITH SHALLOW DEPTH OF FIELD (1080P AT 30 FPS), HDR VIDEO RECORDING WITH DOLBY VISION UP TO 4K AT 60 FPS, 4K VIDEO RECORDING AT 24 FPS, 25 FPS, 30 FPS, OR 60 FPS,1080P HD VIDEO RECORDING AT 25 FPS, 30 FPS, OR 60 FPS, SLO-MO VIDEO SUPPORT FOR 1080P AT 120 FPS, TIME\U2011LAPSE VIDEO WITH STABILIZATION, NIGHT MODE TIME-LAPSE, CINEMATIC VIDEO STABILIZATION (4K, 1080P, AND 720P),QUICK TAKE VIDEO, WIDE COLOUR CAPTURE FOR PHOTOS AND LIVE PHOTOS, LENS CORRECTION, RETINA FLASH, AUTO IMAGE STABILIZATION, BURST MODE",SPECIFICATION,WiFi,YES,SPECIFICATION,NFC,YES,SPECIFICATION,Bluetooth,YES,SPECIFICATION,GPS,YES,SPECIFICATION,IP Rating,IP68,SPECIFICATION,Weight,141 G,SPECIFICATION,Dimensions,131.5 X 64.2 X 7.65 MM,SPECIFICATION,Display Pixel Density,476 PPI,SPECIFICATION,Display Resolution,1080 X 2340 PIXELS
lebara,2025-08-31,,https://phones.lebara.co.uk/apple/iphone-16-pro-256gb-desert-titanium?simfree=1,166389,Iphone 16 Pro 256Gb Desert Titanium,Apple,,,,,,,,,,,1099.00,,1189.0,Y,SAVE £90,,,,,,,,Desert Titanium,256GB,,,Electronics,Communications,Telephony,Mobile Phones,,,,https://phones.lebara.co.uk/files/images/handsets/apple/01_iphone16pro_desert_pm.png,https://phones.lebara.co.uk/files/images/handsets/apple/02_iphone16pro_desert_pm.png,https://phones.lebara.co.uk/files/images/handsets/apple/03_iphone16pro_desert_pm.png,https://phones.lebara.co.uk/files/images/handsets/apple/04_iphone16pro_desert_pm.png,https://phones.lebara.co.uk/files/images/handsets/apple/05_iphone16pro_desert_pm.png,6.3-inch Super Retina XDR display. | Ground-breaking A18 Pro Bionic chip. | Strong and light titanium design.,,,,https://www.youtube.com/embed/eDqfg_LexCQ?si=56whPjYnYgYxGtD0,,,Y,,,,SPECIFICATION,Audio Features,"SUPPORTED FORMATS INCLUDE AAC, APAC, MP3, APPLE LOSSLESS, FLAC, DOLBY DIGITAL, DOLBY DIGITAL PLUS AND DOLBY ATMOS, SPATIAL AUDIO PLAYBACK, USER\U2011CONFIGURABLE MAXIMUM VOLUME LIMIT",SPECIFICATION,Headphone Jack,VIA USB TYPE-C,SPECIFICATION,Fast Charging,YES,SPECIFICATION,Wireless Charging,YES,SPECIFICATION,Charging Port,USB-C,SPECIFICATION,Camera Resolution,TRIPLE CAMERA 48MP + 48MP + 12MP,SPECIFICATION,Camera Features,"5X OPTICAL ZOOM IN, 2X OPTICAL ZOOM OUT; 10X OPTICAL ZOOM RANGE, DIGITAL ZOOM UP TO 25X, CAMERA CONTROL, CUSTOMISABLE DEFAULT LENS (FUSION), SAPPHIRE CRYSTAL LENS COVER, ADAPTIVE TRUE TONE FLASH, PHOTONIC ENGINE, DEEP FUSION, SMART HDR 5, NEXT-GENERATION PORTRAITS WITH FOCUS AND DEPTH CONTROL, PORTRAIT LIGHTING WITH SIX EFFECTS, NIGHT MODE, NIGHT MODE PORTRAITS ENABLED BY LIDAR SCANNER, PANORAMA (UP TO 63MP), LATEST-GENERATION PHOTOGRAPHIC STYLES, SPATIAL PHOTOS, 48MP MACRO PHOTOGRAPHY, APPLE PRORAW, WIDE COLOUR CAPTURE FOR PHOTOS AND LIVE PHOTOS, LENS CORRECTION (ULTRA WIDE), ADVANCED RED-EYE CORRECTION, AUTO IMAGE STABILISATION, BURST MODE, PHOTO GEOTAGGING",SPECIFICATION,Front Camera Resolution,12MP,SPECIFICATION,Video Camera Resolution,4K,SPECIFICATION,Slow Motion Video,YES,SPECIFICATION,WiFi,YES,SPECIFICATION,NFC,YES,SPECIFICATION,Bluetooth,YES,SPECIFICATION,GPS,YES,SPECIFICATION,IP Rating,IP68,SPECIFICATION,Weight,199G,SPECIFICATION,Dimensions,149.6MM (H) X 71.5MM (W) X 8.25MM (D),SPECIFICATION,Display Pixel Density,460PPI,SPECIFICATION,Display Resolution,2622 X 1206 PIXELS,SPECIFICATION,Display Definition,SUPER RETINA XDR
lebara,2025-08-31,,https://phones.lebara.co.uk/apple/iphone-14-128gb-starlight?simfree=1,151384,Iphone 14 128Gb Starlight,Apple,,,,,,,,,,,499.00,,549.0,Y,SAVE £50,,,,,,,,Starlight,128GB,,,Electronics,Communications,Telephony,Mobile Phones,,,14 and,https://phones.lebara.co.uk/files/images/handsets/apple/01_iphone14_starlight_pm.png,https://phones.lebara.co.uk/files/images/handsets/apple/04_iphone14_starlight_pm.png,https://phones.lebara.co.uk/files/images/handsets/apple/02_iphone14_starlight_pm.png,https://phones.lebara.co.uk/files/images/handsets/apple/05_iphone14_starlight_pm.png,https://phones.lebara.co.uk/files/images/handsets/apple/iphone14-starlight-acc.png,6.1-inch Super Retina XDR display. | Fantastic low-light 12MP camera. | All-day battery life.,,,,https://www.youtube.com/embed/wC2V8oxTyok?si=NTLJ9-Y8GCyEZRtH,,,Y,,,,SPECIFICATION,Audio Features,"SUPPORTED FORMATS INCLUDE AAC, MP3, APPLE LOSSLESS, FLAC, DOLBY DIGITAL, DOLBY DIGITAL PLUS AND DOLBY ATMOS, SPATIAL AUDIO PLAYBACK, USER\U2011CONFIGURABLE MAXIMUM VOLUME LIMIT",SPECIFICATION,Headphone Jack,VIA LIGHTNING PORT,SPECIFICATION,Fast Charging,YES,SPECIFICATION,Wireless Charging,YES,SPECIFICATION,Charging Port,USB TYPE-C TO LIGHTNING,SPECIFICATION,Camera Resolution,DUAL 12MP,SPECIFICATION,Camera Features,"12MP MAIN: 26MM, \U0192/1.5 APERTURE, SENSOR\U2011SHIFT OPTICAL IMAGE STABILISATION, SEVEN\U2011ELEMENT LENS, 100% FOCUS PIXELS, 12MP ULTRA WIDE: 13MM, \U0192/2.4 APERTURE AND 120\U00B0 FIELD OF VIEW, FIVE\U2011ELEMENT LENS, 2X OPTICAL ZOOM OUT; DIGITAL ZOOM UP TO 5X, SAPPHIRE CRYSTAL LENS COVER, TRUE TONE FLASH, PHOTONIC ENGINE, DEEP FUSION SMART HDR 4, PORTRAIT MODE WITH ADVANCED BOKEH AND DEPTH CONTROL, PORTRAIT LIGHTING WITH SIX EFFECTS (NATURAL, STUDIO, CONTOUR, STAGE, STAGE MONO, HIGH\U2011KEY LIGHT MONO), NIGHT MODE, PANORAMA (UP TO 63MP), PHOTOGRAPHIC STYLES, WIDE COLOUR CAPTURE FOR PHOTOS AND LIVE PHOTOS, LENS CORRECTION (ULTRA WIDE), ADVANCED RED\U2011EYE CORRECTION, AUTO IMAGE STABILISATION, BURST MODE, PHOTO GEOTAGGING, IMAGE FORMATS CAPTURED: HEIF AND JPEG",SPECIFICATION,Front Camera Resolution,12MP,SPECIFICATION,Video Camera Resolution,4K,SPECIFICATION,Slow Motion Video,YES,SPECIFICATION,Front Camera Features,"\U0192/1.9 APERTURE, AUTOFOCUS WITH FOCUS PIXELS, SIX-ELEMENT LENS, RETINA FLASH, PHOTONIC ENGINE, DEEP FUSION, SMART HDR 4, PORTRAIT MODE WITH ADVANCED BOKEH AND DEPTH CONTROL, PORTRAIT LIGHTING WITH SIX EFFECTS (NATURAL, STUDIO, CONTOUR, STAGE, STAGE MONO, HIGH\U2011KEY LIGHT MONO), ANIMOJI AND MEMOJI, NIGHT MODE, PHOTOGRAPHIC STYLES, WIDE COLOUR CAPTURE FOR PHOTOS AND LIVE PHOTOS, LENS CORRECTION, AUTO IMAGE STABILISATION, BURST MODE, 4K VIDEO RECORDING AT 24 FPS, 25 FPS, 30 FPS OR 60 FPS, 1080P HD VIDEO RECORDING AT 25 FPS, 30 FPS OR 60 FPS, CINEMATIC MODE UP TO 4K HDR AT 30 FPS, HDR VIDEO RECORDING WITH DOLBY VISION UP TO 4K AT 60 FPS, SLO-MO VIDEO SUPPORT FOR 1080P AT 120 FPS, TIME-LAPSE VIDEO WITH STABILISATION, NIGHT MODE TIME-LAPSE, QUICKTAKE VIDEO, CINEMATIC VIDEO STABILISATION (4K, 1080P AND 720P)",SPECIFICATION,WiFi,YES,SPECIFICATION,NFC,YES,SPECIFICATION,Bluetooth,YES,SPECIFICATION,GPS,YES,SPECIFICATION,IP Rating,IP68,SPECIFICATION,Weight,172G,SPECIFICATION,Dimensions,146.7MM (H) X 71.5MM (W) X 7.8MM (D),SPECIFICATION,Display Pixel Density,460PPI,SPECIFICATION,Display Resolution,1170 X 2532 PIXELS
lebara,2025-08-31,,https://phones.lebara.co.uk/samsung/samsung-galaxy-a16-128gb-grey?simfree=1,166580,Samsung Galaxy A16 128Gb Grey,Samsung,,,,,,,,,,,169.00,,,,,,,,,,,,Grey,128GB,,,Electronics,Communications,Telephony,Mobile Phones,,,,https://phones.lebara.co.uk/files/images/handsets/samsung/samsung-galaxy-a16-light-grey_pm-1.png,https://phones.lebara.co.uk/files/images/handsets/samsung/samsung-galaxy-a16-light-grey_pm-2.png,https://phones.lebara.co.uk/files/images/handsets/samsung/samsung-galaxy-a16-light-grey_pm-3.png,https://phones.lebara.co.uk/files/images/handsets/samsung/samsung-galaxy-a16-light-grey_pm-4.png,,Impressive triple-camera system. | 6.7-inch FHD+ Super AMOLED display. | All-day battery life.,,,,,,,,,,,SPECIFICATION,Headphone Jack,VIA USB TYPE-C,SPECIFICATION,Fast Charging,YES,SPECIFICATION,Charging Port,USB TYPE-C,SPECIFICATION,Battery Capacity,5000 MAH,SPECIFICATION,Camera Resolution,TRIPLE CAMERA 50MP + 5MP + 2MP,SPECIFICATION,Front Camera Resolution,13MP,SPECIFICATION,Video Camera Resolution,4K,SPECIFICATION,Slow Motion Video,YES,SPECIFICATION,WiFi,YES,SPECIFICATION,NFC,YES,SPECIFICATION,Bluetooth,YES,SPECIFICATION,GPS,YES,SPECIFICATION,IP Rating,IP54,SPECIFICATION,Weight,200G,SPECIFICATION,Dimensions,164.4 (H) X 77.9 (W) X 7.9 (D),SPECIFICATION,Display Resolution,1080 X 2340 PIXELS,SPECIFICATION,Display Definition,FULL HD+,SPECIFICATION,Display Size,6.7-INCHES,SPECIFICATION,Display Technology,SUPER AMOLED,SPECIFICATION,Display Refresh Rate,90HZ
lebara,2025-08-31,,https://phones.lebara.co.uk/samsung/samsung-galaxy-s24-fe-5g-128gb-mint?simfree=1,166587,Samsung Galaxy S24 Fe 5G 128Gb Mint,Samsung,,,,,,,,,,,499.00,,649.0,Y,SAVE £150,,,,,,,,Mint,128GB,,,Electronics,Communications,Telephony,Mobile Phones,,,,https://phones.lebara.co.uk/files/images/handsets/samsung/01_galaxys24fe_mint_pm-v2.png,https://phones.lebara.co.uk/files/images/handsets/samsung/02_galaxys24fe_mint_pm.png,https://phones.lebara.co.uk/files/images/handsets/samsung/03_galaxys24fe_mint_pm.png,https://phones.lebara.co.uk/files/images/handsets/samsung/04_galaxys24fe_mint_pm.png,,Crisp 6.7-inch Dynamic AMOLED 2x display. | 50MP camera with ProVisual Engine. | Powerhouse battery that keeps on going.,,,,,,,Y,,,,SPECIFICATION,Headphone Jack,VIA USB TYPE-C,SPECIFICATION,Fast Charging,YES,SPECIFICATION,Wireless Charging,YES,SPECIFICATION,Charging Port,USB TYPE-C,SPECIFICATION,Battery Capacity,4700MAH,SPECIFICATION,Camera Resolution,TRIPLE CAMERA 50MP + 12MP + 8MP,SPECIFICATION,Front Camera Resolution,10MP,SPECIFICATION,Slow Motion Video,YES,SPECIFICATION,WiFi,YES,SPECIFICATION,NFC,YES,SPECIFICATION,Bluetooth,YES,SPECIFICATION,GPS,YES,SPECIFICATION,IP Rating,IP68,SPECIFICATION,Weight,213G,SPECIFICATION,Dimensions,77.3MM X 162MM X 8MM,SPECIFICATION,Display Resolution,1080 X 2340 PIXELS,SPECIFICATION,Display Definition,FULL HD+,SPECIFICATION,Display Size,6.7-INCHES,SPECIFICATION,Display Technology,DYNAMIC AMOLED 2X,SPECIFICATION,Display Refresh Rate,120HZ
lebara,2025-08-31,,https://phones.lebara.co.uk/motorola/motorola-razr-60-ultra-cabaret?simfree=1,180544,Motorola Razr 60 Ultra Cabaret,Motorola,,,,,,,,,,,1099.99,,,,,,,,,,,,Cabaret,512GB,,,Electronics,Communications,Telephony,Mobile Phones,,,,https://phones.lebara.co.uk/files/images/handsets/motorola/01_mototola-razr-60-ultra-cabaret_pm.png,https://phones.lebara.co.uk/files/images/handsets/motorola/02_mototola-razr-60-ultra-cabaret_pm.png,https://phones.lebara.co.uk/files/images/handsets/motorola/03_mototola-razr-60-ultra-cabaret_pm.png,https://phones.lebara.co.uk/files/images/handsets/motorola/04_mototola-razr-60-ultra-cabaret_pm.png,,"Flip design with 7-inch internal display. | Smart 50MP AI triple-camera. | Long-lasting battery, with fast-charging.",,,,https://www.youtube.com/embed/WylvgXwpgrw?si=mJUbJoSfMy3_tSp_,,,,,,,SPECIFICATION,Audio Features,DUAL STEREO SPEAKERS WITH DOLBY ATMOS\U00AE FEATURING SPATIAL SOUND QUALCOMM\U00AE SNAPDRAGON SOUND\U2122,SPECIFICATION,Headphone Jack,VIA USB TYPE-C,SPECIFICATION,Fast Charging,YES,SPECIFICATION,Reverse Wireless Charging,YES,SPECIFICATION,Wireless Charging,YES,SPECIFICATION,Charging Port,USB TYPE-C,SPECIFICATION,Battery Capacity,4700MAH,SPECIFICATION,Camera Resolution,TRIPLE CAMERA 50MP + 50MP + 50MP,SPECIFICATION,Camera Features,"ACTION SHOT, GROUP SHOT, SIGNATURE STYLE, LONG EXPOSURE, SUPER ZOOM, ULTRA HDR, AUTO NIGHT VISION, AUTO SMILE CAPTURE, PANTONE VALIDATED\U2122 COLOUR, PANTONE SKINTONE\U2122 VALIDATED, SCAN (POWERED BY ADOBE SCAN), PHOTO BOOTH, PORTRAIT MODE, NIGHT VISION, MACRO, PRO MODE, FACE RETOUCH, GESTURE SELFIE, LIVE FILTERS, HDR, PANORAMA, TILT-SHIFT, EXTERNAL DISPLAY PREVIEW, INSTANT REVIEW, CAMERA CARTOON",SPECIFICATION,Front Camera Resolution,50MP,SPECIFICATION,Video Camera Resolution,4K,SPECIFICATION,Slow Motion Video,YES,SPECIFICATION,WiFi,YES,SPECIFICATION,NFC,YES,SPECIFICATION,Bluetooth,YES,SPECIFICATION,GPS,YES,SPECIFICATION,IP Rating,IP48,SPECIFICATION,Weight,199G,SPECIFICATION,Dimensions,OPEN: 73.99 X 171.48 X 7.19MM | CLOSED: 73.99 X 88.12 X 15.69MM,SPECIFICATION,Display Pixel Density,464PPI
lebara,2025-08-31,,https://phones.lebara.co.uk/google/google-pixel-9-256gb-wintergreen?simfree=1,166076,Google Pixel 9 256Gb Wintergreen,Google,,,,,,,,,,,699.00,,899.0,Y,SAVE £200,,,,,,,,Green,256GB,,,Electronics,Communications,Telephony,Mobile Phones,,,,https://phones.lebara.co.uk/files/images/handsets/google/google-pixel-9-winter-green_pm-1.png,https://phones.lebara.co.uk/files/images/handsets/google/google-pixel-9-winter-green_pm-2.png,https://phones.lebara.co.uk/files/images/handsets/google/google-pixel-9-winter-green_pm-3.png,https://phones.lebara.co.uk/files/images/handsets/google/google-pixel-9-winter-green_pm-4.png,,Premium glass and matte aluminium frame. | Next-level Google Tensor G4 chip. | 50MP + 48MP camera with 4K video.,,,,,,,Y,,,,SPECIFICATION,Headphone Jack,VIA USB TYPE-C,SPECIFICATION,Fast Charging,YES,SPECIFICATION,Wireless Charging,YES,SPECIFICATION,Charging Port,USB TYPE-C,SPECIFICATION,Camera Resolution,DUAL CAMERA 50MP WIDE + 48MP ULTRA-WIDE,SPECIFICATION,Front Camera Resolution,10.5MP,SPECIFICATION,Video Camera Resolution,4K,SPECIFICATION,Slow Motion Video,YES,SPECIFICATION,WiFi,YES,SPECIFICATION,NFC,YES,SPECIFICATION,Bluetooth,YES,SPECIFICATION,GPS,YES,SPECIFICATION,IP Rating,IP68,SPECIFICATION,Display Size,6.3-INCHES,SPECIFICATION,Display Technology,ACTUA,SPECIFICATION,Display Refresh Rate,120HZ,SPECIFICATION,SIM Type,NANO / ESIM,SPECIFICATION,Network Bands,GSM / HSPA / LTE / 5G,SPECIFICATION,Operating System,ANDROID,SPECIFICATION,RAM,12GB
lebara,2025-08-31,,https://phones.lebara.co.uk/samsung/samsung-galaxy-z-fold5-5g-512gb-icy-blue?simfree=1,176522,Samsung Galaxy Z Fold5 5G 512Gb Icy Blue,Samsung,,,,,,,,,,,1049.00,,,,,,,,,,,,Icy Blue,512GB,,,Electronics,Communications,Telephony,Mobile Phones,,,,https://phones.lebara.co.uk/files/images/handsets/samsung/galaxy-zfold5-icyblue-frontl30.png,https://phones.lebara.co.uk/files/images/handsets/samsung/galaxy-zfold5-icyblue-openback115.png,https://phones.lebara.co.uk/files/images/handsets/samsung/galaxy-zfold5-icyblue-side.png,https://phones.lebara.co.uk/files/images/handsets/samsung/galaxy-zfold5-icyblue-back.png,,Flexible 7.6-inch QXGA+ main display. | Triple 50MP + 12MP +10MP camera. | Impressive Snapdragon 8 Gen 2 chipset.,,,,https://www.youtube.com/embed/xyBSebkru3k,,,,,,,SPECIFICATION,Headphone Jack,VIA USB TYPE-C,SPECIFICATION,Fast Charging,YES,SPECIFICATION,Reverse Wireless Charging,YES,SPECIFICATION,Wireless Charging,YES,SPECIFICATION,Charging Port,USB TYPE-C,SPECIFICATION,Battery Capacity,4400MAH,SPECIFICATION,Camera Resolution,TRIPLE CAMERA 50MP WIDE + 12MP ULTRA WIDE + 10MP TELEPHOTO,SPECIFICATION,Camera Features,"DUAL PIXEL AF, OIS, F1.8, PIXEL SIZE: 1.0\U03BCM, FOV: 85\U02DA, F2.2, PIXEL SIZE: 1.12\U03BCM, FOV: 123\U02DA, PDAF, F2.4, OIS, PIXEL SIZE: 1.0\U03BCM, FOV: 36\U02DA, 3X OPTICAL ZOOM.",SPECIFICATION,Front Camera Resolution,10MP + 4MP UNDER DISPLAY,SPECIFICATION,Front Camera Features,"F2.2, PIXEL SIZE: 1.22\U03BCM, FOV: 85\U02DA, F1.8, PIXEL SIZE: 2.0\U03BCM, FOV: 80\U02DA",SPECIFICATION,WiFi,YES,SPECIFICATION,NFC,YES,SPECIFICATION,Bluetooth,YES,SPECIFICATION,GPS,YES,SPECIFICATION,IP Rating,IPX8,SPECIFICATION,Weight,253G,SPECIFICATION,Dimensions,FOLDED: 154.9MM (H) X 67.1MM (W) X 13.4MM (D) | UNFOLDED: 154.9MM (H) X 129.9MM (W) X 6.1MM (D),SPECIFICATION,Display Pixel Density,374PPI,SPECIFICATION,Display Resolution,1812 X 2176 PIXELS,SPECIFICATION,Display Definition,QXGA+
