source,date,apiURL,url,sku,name,brand,price,stock,previousPrice,onSale,saleText,colour,size,UPC,EAN,cat,subcat1,subcat2,subcat3,subcat4,subcat5,warranty,image1,image2,image3,image4,image5,desc,shortDesc,reviewCount,reviewRating,videoURL,isSellingFast,isRestockingSoon,isPromotion,isOutletPrice,lowestPriceText,lowestPriceValue,attributeType1,attributeTitle1,attributeValue1,attributeType2,attributeTitle2,attributeValue2,attributeType3,attributeTitle3,attributeValue3,attributeType4,attributeTitle4,attributeValue4,attributeType5,attributeTitle5,attributeValue5,attributeType6,attributeTitle6,attributeValue6,attributeType7,attributeTitle7,attributeValue7,attributeType8,attributeTitle8,attributeValue8,attributeType9,attributeTitle9,attributeValue9,attributeType10,attributeTitle10,attributeValue10,attributeType11,attributeTitle11,attributeValue11,attributeType12,attributeTitle12,attributeValue12,attributeType13,attributeTitle13,attributeValue13,attributeType14,attributeTitle14,attributeValue14,attributeType15,attributeTitle15,attributeValue15,attributeType16,attributeTitle16,attributeValue16,attributeType17,attributeTitle17,attributeValue17,attributeType18,attributeTitle18,attributeValue18,attributeType19,attributeTitle19,attributeValue19,attributeType20,attributeTitle20,attributeValue20
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007795774,https://www.harrods.com/en-gb/p/jimmy-choo-meena-suede-shearling-boots-000000000007795774,000000000007795774,Meena Suede Shearling Boots,Jimmy Choo,1095.0,Y,,,,TOFFEE/TOFFEE,36 IT,,,Storefront,Shoes,Boots,,,,,https://hrd-live.cdn.scayle.cloud/images/7cd8d2802bc6dd11b005f6dfdd61bc8a.jpg,https://hrd-live.cdn.scayle.cloud/images/a6b92127bfd27ad21ff770495065628d.jpg,https://hrd-live.cdn.scayle.cloud/images/4ee0f7edfb9d8ae16f14458a30bb048f.jpg,https://hrd-live.cdn.scayle.cloud/images/b17eea5d9297046c0597994a93a60f93.jpg,https://hrd-live.cdn.scayle.cloud/images/e0bccda5ca7dddc573bc9d61722bad8b.jpg,"No matter the season, you can rely on Jimmy Choo to keep your footwear collection well-fitted, an assurance expressed with the Meena boots. Crafted from velvety suede, the crisscross straps of this pair are trimmed with shearling for a touch of added softness, while the treaded soles ensure that these boots are indeed made for walking. <br><br><i>Due to the delicate nature of Jimmy Choo soles, shoes should be tried on a clean surface away from any moisture (e.g. a carpeted surface). All Jimmy Choo items must be returned in an unmarked, unused condition, including all original packaging, dust bag(s) and authenticity cards.</i>","Soft as it may be, this pair offers bold wearability. ",,,,,,,,£1095.0,1095.0,specification,harrodsColour,Beige,specification,vendorColour,TOFFEE/TOFFEE,specification,heelType,Block heel,specification,sizeGuideType,Shoes,specification,gender,Female,specification,sAPBrand,JIMMY CHOO,specification,category,"Storefront, Storefront|Shoes, Storefront|Shoes|Boots",specification,brand,Jimmy Choo,specification,fasteningType,Zip fastening,specification,name,Meena Suede Shearling Boots,specification,sizeGuideActivated,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007573842,https://www.harrods.com/en-gb/p/waterford-set-of-2-crystal-copper-coast-red-wine-glasses-000000000007573842,000000000007573842,Set of 2 Crystal Copper Coast Red Wine Glasses,Waterford,335.0,Y,,,,CLEAR,OS,,,Storefront,Home,Tableware,,,,,https://hrd-live.cdn.scayle.cloud/images/4ac925f829399a2f151d7f210cd152ee.jpg,https://hrd-live.cdn.scayle.cloud/images/aac29c5bc3bf244e5b4d90f53ede048b.jpg,https://hrd-live.cdn.scayle.cloud/images/ee4d805c5b8bc39d3e3bdd59232936d4.jpg,https://hrd-live.cdn.scayle.cloud/images/c88f14414998a33fa6cb8b5daa5119de.jpg,,"Handcrafted in Ireland from sparkling crystal, the refracting caro cuts of Waterford's Copper Coast collection garner inspiration from the powerful waves of the Irish coastline. The ornate band of diamond-shaped motifs seen on these fine wine glasses are the perfect complement to your favourite bottle of red, delighting the eyes as well as the palate with each and every sip.",Pour your finest wine into the finest glasses.,,,,,,,,£335.0,335.0,specification,sAPBrand,WATERFORD,specification,microwaveSafe,Not suitable for microwave use,specification,dishwasherSafe,Not suitable for dishwasher use,specification,vendorColour,CLEAR,specification,name,Set of 2 Crystal Copper Coast Red Wine Glasses,specification,brand,Waterford,specification,harrodsColour,Clear,specification,gender,Unisex,specification,category,"Storefront, Storefront|Home, Storefront|Home|Tableware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007829987,https://www.harrods.com/en-gb/p/prada-small-leather-tote-bag-000000000007829987,000000000007829987,Small Leather Tote Bag,Prada,2450.0,Y,,,,F03SF,OS,,,Storefront,Bags,Tote Bags,,,,,https://hrd-live.cdn.scayle.cloud/images/749c2bdc1bf46df98b26b61c457a779f.jpg,https://hrd-live.cdn.scayle.cloud/images/d1f4b076b47b04be89b694041f709893.jpg,https://hrd-live.cdn.scayle.cloud/images/03c32510c3267004a912ccfa1a113d29.jpg,https://hrd-live.cdn.scayle.cloud/images/48c81f324680bf38da421ac0062f31b1.jpg,https://hrd-live.cdn.scayle.cloud/images/71457c04659de3d3a11bd8317386baed.jpg,"First seen in Prada’s Spring/Summer 2025 show – held at the Fondazione Prada building – this tote bag is a prime example of the House’s futuristic approach to accessories. Geometric lines form the trapezoidal shape of the design, with a soft, supple leather composition bringing a juxtaposing touch to its sharp look.",A design that graced the halls of Fondazione Prada.,,,,,,,,£2450.0,2450.0,specification,fasteningType,Clasp fastening,specification,hardwareDetail,Antiqued hardware,specification,name,Small Leather Tote Bag,specification,sAPBrand,PRADA,specification,strapDetail,Twin top handles,specification,brand,Prada,specification,gender,Female,specification,category,"Storefront, Storefront|Bags, Storefront|Bags|Tote Bags",specification,vendorColour,F03SF,specification,sizeGuideBrand,Prada,specification,harrodsColour,Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007775237,https://www.harrods.com/en-gb/p/cartier-panthere-graphique-de-cartier-card-holder-000000000007775237,000000000007775237,Panthère Graphique de Cartier Card Holder,Cartier,310.0,Y,,,,BEIGE,OS,,,Storefront,Accessories,Wallets & Cardholders,,,,,https://hrd-live.cdn.scayle.cloud/images/721aac945e2422cd8778765b71572dc0.jpg,https://hrd-live.cdn.scayle.cloud/images/cb1a545d50743e738d78b80164e88b16.jpg,https://hrd-live.cdn.scayle.cloud/images/e4f8d5553b60a0ea9db609f373d7fbfe.jpg,https://hrd-live.cdn.scayle.cloud/images/3123e071ac7652dabde1c8b9bff81806.jpg,https://hrd-live.cdn.scayle.cloud/images/36d14452da4136b36100e88054e8781a.jpg,"The panther – or Panthère – has been a signature motif of Cartier for over a century, taking on many different visual forms across the Maison's jewellery, watches and accessories. On this grained leather card holder, it presents itself as a gold-tone plaque, bringing with it a sense of contemporary elegance.",The Panthère continues to move with the times.,,,,,,,,£310.0,310.0,specification,name,Panthère Graphique de Cartier Card Holder,specification,groupingType,C,specification,category,"Storefront, Storefront|Accessories, Storefront|Accessories|Wallets & Cardholders",specification,gender,Unisex,specification,sAPBrand,CARTIER,specification,brand,Cartier,specification,hardwareDetail,Gold-tone hardware,specification,vendorColour,BEIGE,specification,harrodsColour,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007799741,https://www.harrods.com/en-gb/p/borntostandout-dirty-heaven-eau-de-parfum-100ml-000000000007799741,000000000007799741,Dirty Heaven Eau de Parfum (100ml),BORNTOSTANDOUT,250.0,Y,,,,NO COLOUR,OS,,,Storefront,Beauty,Fragrance,,,,,https://hrd-live.cdn.scayle.cloud/images/80ac327514dc4ccb574e4b16f67ab768.jpg,https://hrd-live.cdn.scayle.cloud/images/119e4a69c14d682e76507e5eeaacf927.jpg,,,,"Leading you away from the norms, Born To Stand Out takes you on a unique journey with every scent. Lifting you to higher heights, the Dirty Heaven eau de parfum invites you to a paradise where the ethereal notes of luminous florals and sweetness are underpinned with shadows of musky defiance.",Experience Heaven as you've never imagined it.,,,,,,,,£250.0,250.0,specification,harrodsColour,No Colour,specification,vendorColour,NO COLOUR,specification,brand,BORNTOSTANDOUT,specification,fragranceType,Eau de parfum,specification,name,Dirty Heaven Eau de Parfum (100ml),specification,nonReturnable,true,specification,gender,Unisex,specification,sAPBrand,BORN TO STAND OUT,specification,category,"Storefront, Storefront|Beauty, Storefront|Beauty|Fragrance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007627661,https://www.harrods.com/en-gb/p/tom-ford-neroli-portofino-parfum-50ml-000000000007627661,000000000007627661,Neroli Portofino Parfum (50ml),TOM FORD,330.0,Y,,,,NO COLOUR,OS,,,Storefront,Beauty,Beauty & Grooming,,,,,https://hrd-live.cdn.scayle.cloud/images/3eb267e19a428eefaf73e2e83b69f5f7.jpg,https://hrd-live.cdn.scayle.cloud/images/62ef78d6bba66bfe74b8092070fc2004.jpg,https://hrd-live.cdn.scayle.cloud/images/c1debbba06c9cb9fd6e251e53efd61c6.jpg,https://hrd-live.cdn.scayle.cloud/images/d67776de7750381662ea19faffa604f2.jpg,https://hrd-live.cdn.scayle.cloud/images/ce61cde36883b4bacdaf62e4c890a3b9.jpg,"Inspired by the dramatic landscape and jet-set sophistication of the Italian Riviera town, the Neroli Portofino collection from TOM FORD is a contemporary reinvention of a classic Eau de Cologne. Blended with aromatic Tunisian neroli, Italian bergamot and zesty Sicilian lemon, this intoxicating and seductive scent is a romantic summertime staple.",A citrus-aromatic fragrance part of the label’s Private Collection that focus on the extract of one single note.,,,,,,,,£330.0,330.0,specification,name,Neroli Portofino Parfum (50ml),specification,brand,TOM FORD,specification,sizeGuideBrand,Tom Ford,specification,vendorColour,NO COLOUR,specification,harrodsColour,No Colour,specification,gender,Unisex,specification,fragranceType,Pure perfume,specification,nonReturnable,true,specification,sAPBrand,TOM FORD,specification,category,"Storefront, Storefront|Beauty, Storefront|Beauty|Beauty & Grooming",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007266584,https://www.harrods.com/en-gb/p/santoni-leather-carlos-loafers-000000000007266584,000000000007266584,Leather Carlos Loafers,Santoni,760.0,Y,,,,BROWN,6,,,Storefront,Shoes,Loafers & Moccasins,,,,,https://hrd-live.cdn.scayle.cloud/images/aa616b9388781107bb7658ff35a1e9c9.jpg,https://hrd-live.cdn.scayle.cloud/images/77afde59b91ba871c5218473334c6172.jpg,https://hrd-live.cdn.scayle.cloud/images/f05d673ebf0ffb741bc47ba93096e098.jpg,https://hrd-live.cdn.scayle.cloud/images/b435736fbfc3a4e283646495d562ba00.jpg,https://hrd-live.cdn.scayle.cloud/images/c2b9a3eece002599ba0a9a72f88769c2.jpg,"Blending Italian elegance with artisanal craftsmanship is Santoni, with the brand's signature Carlos loafers the ideal way to finish off your sharply tailored wardrobe. Crafted in Italy from the finest leather, the pair boasts a streamlined profile that lends itself seamlessly to an array of styling options.",Santoni has been crafting exemplary shoes since 1975.,,,,,,,,£760.0,760.0,specification,category,"Storefront, Storefront|Shoes, Storefront|Shoes|Loafers & Moccasins",specification,harrodsColour,Brown,specification,sizeGuideType,Shoes,specification,vendorColour,BROWN,specification,brand,Santoni,specification,gender,Male,specification,sizeGuideActivated,true,specification,name,Leather Carlos Loafers,specification,sAPBrand,SANTONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007266584,https://www.harrods.com/en-gb/p/santoni-leather-carlos-loafers-000000000007266584,000000000007266584,Leather Carlos Loafers,Santoni,760.0,Y,,,,BROWN,8,,,Storefront,Shoes,Loafers & Moccasins,,,,,https://hrd-live.cdn.scayle.cloud/images/aa616b9388781107bb7658ff35a1e9c9.jpg,https://hrd-live.cdn.scayle.cloud/images/77afde59b91ba871c5218473334c6172.jpg,https://hrd-live.cdn.scayle.cloud/images/f05d673ebf0ffb741bc47ba93096e098.jpg,https://hrd-live.cdn.scayle.cloud/images/b435736fbfc3a4e283646495d562ba00.jpg,https://hrd-live.cdn.scayle.cloud/images/c2b9a3eece002599ba0a9a72f88769c2.jpg,"Blending Italian elegance with artisanal craftsmanship is Santoni, with the brand's signature Carlos loafers the ideal way to finish off your sharply tailored wardrobe. Crafted in Italy from the finest leather, the pair boasts a streamlined profile that lends itself seamlessly to an array of styling options.",Santoni has been crafting exemplary shoes since 1975.,,,,,,,,£760.0,760.0,specification,category,"Storefront, Storefront|Shoes, Storefront|Shoes|Loafers & Moccasins",specification,harrodsColour,Brown,specification,sizeGuideType,Shoes,specification,vendorColour,BROWN,specification,brand,Santoni,specification,gender,Male,specification,sizeGuideActivated,true,specification,name,Leather Carlos Loafers,specification,sAPBrand,SANTONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007266584,https://www.harrods.com/en-gb/p/santoni-leather-carlos-loafers-000000000007266584,000000000007266584,Leather Carlos Loafers,Santoni,760.0,Y,,,,BROWN,9.5,,,Storefront,Shoes,Loafers & Moccasins,,,,,https://hrd-live.cdn.scayle.cloud/images/aa616b9388781107bb7658ff35a1e9c9.jpg,https://hrd-live.cdn.scayle.cloud/images/77afde59b91ba871c5218473334c6172.jpg,https://hrd-live.cdn.scayle.cloud/images/f05d673ebf0ffb741bc47ba93096e098.jpg,https://hrd-live.cdn.scayle.cloud/images/b435736fbfc3a4e283646495d562ba00.jpg,https://hrd-live.cdn.scayle.cloud/images/c2b9a3eece002599ba0a9a72f88769c2.jpg,"Blending Italian elegance with artisanal craftsmanship is Santoni, with the brand's signature Carlos loafers the ideal way to finish off your sharply tailored wardrobe. Crafted in Italy from the finest leather, the pair boasts a streamlined profile that lends itself seamlessly to an array of styling options.",Santoni has been crafting exemplary shoes since 1975.,,,,,,,,£760.0,760.0,specification,category,"Storefront, Storefront|Shoes, Storefront|Shoes|Loafers & Moccasins",specification,harrodsColour,Brown,specification,sizeGuideType,Shoes,specification,vendorColour,BROWN,specification,brand,Santoni,specification,gender,Male,specification,sizeGuideActivated,true,specification,name,Leather Carlos Loafers,specification,sAPBrand,SANTONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007266584,https://www.harrods.com/en-gb/p/santoni-leather-carlos-loafers-000000000007266584,000000000007266584,Leather Carlos Loafers,Santoni,760.0,Y,,,,BROWN,10,,,Storefront,Shoes,Loafers & Moccasins,,,,,https://hrd-live.cdn.scayle.cloud/images/aa616b9388781107bb7658ff35a1e9c9.jpg,https://hrd-live.cdn.scayle.cloud/images/77afde59b91ba871c5218473334c6172.jpg,https://hrd-live.cdn.scayle.cloud/images/f05d673ebf0ffb741bc47ba93096e098.jpg,https://hrd-live.cdn.scayle.cloud/images/b435736fbfc3a4e283646495d562ba00.jpg,https://hrd-live.cdn.scayle.cloud/images/c2b9a3eece002599ba0a9a72f88769c2.jpg,"Blending Italian elegance with artisanal craftsmanship is Santoni, with the brand's signature Carlos loafers the ideal way to finish off your sharply tailored wardrobe. Crafted in Italy from the finest leather, the pair boasts a streamlined profile that lends itself seamlessly to an array of styling options.",Santoni has been crafting exemplary shoes since 1975.,,,,,,,,£760.0,760.0,specification,category,"Storefront, Storefront|Shoes, Storefront|Shoes|Loafers & Moccasins",specification,harrodsColour,Brown,specification,sizeGuideType,Shoes,specification,vendorColour,BROWN,specification,brand,Santoni,specification,gender,Male,specification,sizeGuideActivated,true,specification,name,Leather Carlos Loafers,specification,sAPBrand,SANTONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007266584,https://www.harrods.com/en-gb/p/santoni-leather-carlos-loafers-000000000007266584,000000000007266584,Leather Carlos Loafers,Santoni,760.0,Y,,,,BROWN,10.5,,,Storefront,Shoes,Loafers & Moccasins,,,,,https://hrd-live.cdn.scayle.cloud/images/aa616b9388781107bb7658ff35a1e9c9.jpg,https://hrd-live.cdn.scayle.cloud/images/77afde59b91ba871c5218473334c6172.jpg,https://hrd-live.cdn.scayle.cloud/images/f05d673ebf0ffb741bc47ba93096e098.jpg,https://hrd-live.cdn.scayle.cloud/images/b435736fbfc3a4e283646495d562ba00.jpg,https://hrd-live.cdn.scayle.cloud/images/c2b9a3eece002599ba0a9a72f88769c2.jpg,"Blending Italian elegance with artisanal craftsmanship is Santoni, with the brand's signature Carlos loafers the ideal way to finish off your sharply tailored wardrobe. Crafted in Italy from the finest leather, the pair boasts a streamlined profile that lends itself seamlessly to an array of styling options.",Santoni has been crafting exemplary shoes since 1975.,,,,,,,,£760.0,760.0,specification,category,"Storefront, Storefront|Shoes, Storefront|Shoes|Loafers & Moccasins",specification,harrodsColour,Brown,specification,sizeGuideType,Shoes,specification,vendorColour,BROWN,specification,brand,Santoni,specification,gender,Male,specification,sizeGuideActivated,true,specification,name,Leather Carlos Loafers,specification,sAPBrand,SANTONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007266584,https://www.harrods.com/en-gb/p/santoni-leather-carlos-loafers-000000000007266584,000000000007266584,Leather Carlos Loafers,Santoni,760.0,Y,,,,BROWN,11,,,Storefront,Shoes,Loafers & Moccasins,,,,,https://hrd-live.cdn.scayle.cloud/images/aa616b9388781107bb7658ff35a1e9c9.jpg,https://hrd-live.cdn.scayle.cloud/images/77afde59b91ba871c5218473334c6172.jpg,https://hrd-live.cdn.scayle.cloud/images/f05d673ebf0ffb741bc47ba93096e098.jpg,https://hrd-live.cdn.scayle.cloud/images/b435736fbfc3a4e283646495d562ba00.jpg,https://hrd-live.cdn.scayle.cloud/images/c2b9a3eece002599ba0a9a72f88769c2.jpg,"Blending Italian elegance with artisanal craftsmanship is Santoni, with the brand's signature Carlos loafers the ideal way to finish off your sharply tailored wardrobe. Crafted in Italy from the finest leather, the pair boasts a streamlined profile that lends itself seamlessly to an array of styling options.",Santoni has been crafting exemplary shoes since 1975.,,,,,,,,£760.0,760.0,specification,category,"Storefront, Storefront|Shoes, Storefront|Shoes|Loafers & Moccasins",specification,harrodsColour,Brown,specification,sizeGuideType,Shoes,specification,vendorColour,BROWN,specification,brand,Santoni,specification,gender,Male,specification,sizeGuideActivated,true,specification,name,Leather Carlos Loafers,specification,sAPBrand,SANTONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007824911,https://www.harrods.com/en-gb/p/haikure-june-dive-denim-jacket-000000000007824911,000000000007824911,June Dive Denim Jacket,Haikure,490.0,Y,,,,C0105 DIVE BLUE WASH,XXS/XS,,,Storefront,Clothing,Denim,,,,,https://hrd-live.cdn.scayle.cloud/images/8a68271ce0550beafafa10e6fdd0f1bd.jpg,https://hrd-live.cdn.scayle.cloud/images/acd976c487c1e4a1871bb401152d3163.jpg,https://hrd-live.cdn.scayle.cloud/images/db86b9091e556fa6dc8220e9373039a0.jpg,https://hrd-live.cdn.scayle.cloud/images/158a92781820711f883e2b974a1efd2b.jpg,https://hrd-live.cdn.scayle.cloud/images/b8a0b7df0b95dfcb24839fb0038e49a7.jpg,"HAIKURE is known for combining its Italian craftsmanship with a contemporary, minimalist approach to reinvent staple silhouettes. The June Dive jacket, for example, takes the classic denim style and updates it with a relaxed fit, front darts and a fleece lining that promises to keep you warm during the transitional months.",Adjust the back straps to emphasise the cinched waistline.,,,,,,,,£490.0,490.0,specification,careInstructions,"Do not tumble dry, Machine wash",specification,gender,Female,specification,harrodsColour,Blue,specification,sAPBrand,HAIKURE,specification,sleeveType,Long sleeves,specification,category,"Storefront, Storefront|Clothing, Storefront|Clothing|Denim",specification,fitType,Relaxed fit,specification,vendorColour,C0105 DIVE BLUE WASH,specification,name,June Dive Denim Jacket,specification,modelSize,"Model is 178cm, a UK 8 and wears a S, M",specification,sizeGuideType,Clothing > Denim,specification,fasteningType,Zip fastening,specification,collarType,Spread collar,specification,brand,Haikure,specification,sizeGuideActivated,true,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007824911,https://www.harrods.com/en-gb/p/haikure-june-dive-denim-jacket-000000000007824911,000000000007824911,June Dive Denim Jacket,Haikure,490.0,Y,,,,C0105 DIVE BLUE WASH,S/M,,,Storefront,Clothing,Denim,,,,,https://hrd-live.cdn.scayle.cloud/images/8a68271ce0550beafafa10e6fdd0f1bd.jpg,https://hrd-live.cdn.scayle.cloud/images/acd976c487c1e4a1871bb401152d3163.jpg,https://hrd-live.cdn.scayle.cloud/images/db86b9091e556fa6dc8220e9373039a0.jpg,https://hrd-live.cdn.scayle.cloud/images/158a92781820711f883e2b974a1efd2b.jpg,https://hrd-live.cdn.scayle.cloud/images/b8a0b7df0b95dfcb24839fb0038e49a7.jpg,"HAIKURE is known for combining its Italian craftsmanship with a contemporary, minimalist approach to reinvent staple silhouettes. The June Dive jacket, for example, takes the classic denim style and updates it with a relaxed fit, front darts and a fleece lining that promises to keep you warm during the transitional months.",Adjust the back straps to emphasise the cinched waistline.,,,,,,,,£490.0,490.0,specification,careInstructions,"Do not tumble dry, Machine wash",specification,gender,Female,specification,harrodsColour,Blue,specification,sAPBrand,HAIKURE,specification,sleeveType,Long sleeves,specification,category,"Storefront, Storefront|Clothing, Storefront|Clothing|Denim",specification,fitType,Relaxed fit,specification,vendorColour,C0105 DIVE BLUE WASH,specification,name,June Dive Denim Jacket,specification,modelSize,"Model is 178cm, a UK 8 and wears a S, M",specification,sizeGuideType,Clothing > Denim,specification,fasteningType,Zip fastening,specification,collarType,Spread collar,specification,brand,Haikure,specification,sizeGuideActivated,true,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007824911,https://www.harrods.com/en-gb/p/haikure-june-dive-denim-jacket-000000000007824911,000000000007824911,June Dive Denim Jacket,Haikure,490.0,Y,,,,C0105 DIVE BLUE WASH,L/XL,,,Storefront,Clothing,Denim,,,,,https://hrd-live.cdn.scayle.cloud/images/8a68271ce0550beafafa10e6fdd0f1bd.jpg,https://hrd-live.cdn.scayle.cloud/images/acd976c487c1e4a1871bb401152d3163.jpg,https://hrd-live.cdn.scayle.cloud/images/db86b9091e556fa6dc8220e9373039a0.jpg,https://hrd-live.cdn.scayle.cloud/images/158a92781820711f883e2b974a1efd2b.jpg,https://hrd-live.cdn.scayle.cloud/images/b8a0b7df0b95dfcb24839fb0038e49a7.jpg,"HAIKURE is known for combining its Italian craftsmanship with a contemporary, minimalist approach to reinvent staple silhouettes. The June Dive jacket, for example, takes the classic denim style and updates it with a relaxed fit, front darts and a fleece lining that promises to keep you warm during the transitional months.",Adjust the back straps to emphasise the cinched waistline.,,,,,,,,£490.0,490.0,specification,careInstructions,"Do not tumble dry, Machine wash",specification,gender,Female,specification,harrodsColour,Blue,specification,sAPBrand,HAIKURE,specification,sleeveType,Long sleeves,specification,category,"Storefront, Storefront|Clothing, Storefront|Clothing|Denim",specification,fitType,Relaxed fit,specification,vendorColour,C0105 DIVE BLUE WASH,specification,name,June Dive Denim Jacket,specification,modelSize,"Model is 178cm, a UK 8 and wears a S, M",specification,sizeGuideType,Clothing > Denim,specification,fasteningType,Zip fastening,specification,collarType,Spread collar,specification,brand,Haikure,specification,sizeGuideActivated,true,,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007807407,https://www.harrods.com/en-gb/p/anine-bing-satin-stripe-coco-shirt-000000000007807407,000000000007807407,Satin Stripe Coco Shirt,ANINE BING,270.0,Y,,,,PRINT,L,,,Storefront,Clothing,Tops,,,,,https://hrd-live.cdn.scayle.cloud/images/be715120cfeba6b5da51fa86a154bd9d.jpg,https://hrd-live.cdn.scayle.cloud/images/45ddfadb567371e243f9c6c37d309cd8.jpg,https://hrd-live.cdn.scayle.cloud/images/af41bc0c644f036951ed0fd0e1025a59.jpg,https://hrd-live.cdn.scayle.cloud/images/b966323cb233144f64834e02bf32ddc4.jpg,https://hrd-live.cdn.scayle.cloud/images/ed0a4f22b9bc820734fafb44e89a337d.jpg,"ANINE BING proves stripes are here to stay with the Coco shirt. Crafted from lustrous satin, its vertical design evokes contemporary Mediterranean textiles, creating eye-catching focal points throughout. For an even bolder ensemble, pair it with the matching Elain trousers.",Classic stripes offer a subtle twist on perspective.,,,,,,,,£270.0,270.0,specification,careInstructions,Dry clean,specification,modelSize,"Model is 178cm, a UK 8 and wears a size S",specification,gender,Female,specification,vendorColour,PRINT,specification,name,Satin Stripe Coco Shirt,specification,brand,ANINE BING,specification,harrodsColour,Multi,specification,sleeveType,Short sleeves,specification,sAPBrand,ANINE BING,specification,sizeGuideActivated,true,specification,sizeGuideType,Clothing,specification,necklineType,Collar,specification,pattern,Striped design,specification,fasteningType,Button fastening,specification,category,"Storefront, Storefront|Clothing, Storefront|Clothing|Tops",,,,,,,,,,,,,,,
harrods,2025-11-05,https://www.harrods.com/api/rpc/getProductsByReferenceKeys?000000000007257925,https://www.harrods.com/en-gb/p/guerlain-parure-gold-skin-matte-foundation-000000000007257925,000000000007257925,Parure Gold Skin Matte Foundation,Guerlain,73.0,Y,,,,1N,OS,,,Storefront,Beauty,Beauty & Grooming,,,,,https://hrd-live.cdn.scayle.cloud/images/7e8351fd6e3dcad61dedfe4bbbab3343.jpg,https://hrd-live.cdn.scayle.cloud/images/6a620853c9bb0f95d3c8e584721c8649.jpg,https://hrd-live.cdn.scayle.cloud/images/612c13363703b560feba489b880bf030.jpg,https://hrd-live.cdn.scayle.cloud/images/a10d124517d34170cd6c912f1417d950.jpg,https://hrd-live.cdn.scayle.cloud/images/519b120b2d5a4e1898ce99cfd5490f79.jpg,"There’s only one way to describe Guerlain’s Parure Gold Skin foundation, and that’s a matte made in cosmetic heaven. Combining a touch of 24-karat gold with peony extract, this lightweight formula provides an unmatched youthful glow with each application.",Forget lightning in a bottle – how about a hint of 24-karat gold?,,,,,,,,£73.0,73.0,specification,category,"Storefront, Storefront|Beauty, Storefront|Beauty|Beauty & Grooming",specification,finishType,Matte finish,specification,gender,Female,specification,sAPBrand,GUERLAIN,specification,harrodsColour,Nude,specification,nonReturnable,true,specification,coverage,Full coverage,specification,name,Parure Gold Skin Matte Foundation,specification,vendorColour,1N,specification,brand,Guerlain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
