source,date,apiURL,url,sku,name,brand,price,previousPrice,onSale,saleText,colour,size,UPC,EAN,cat,subcat1,subcat2,subcat3,subcat4,subcat5,warranty,image1,image2,image3,image4,image5,desc,shortDesc,reviewCount,reviewRating,videoURL,isSellingFast,isRestockingSoon,isPromotion,isOutletPrice,lowestPriceText,lowestPriceValue,attributeType1,attributeTitle1,attributeValue1,attributeType2,attributeTitle2,attributeValue2,attributeType3,attributeTitle3,attributeValue3,attributeType4,attributeTitle4,attributeValue4,attributeType5,attributeTitle5,attributeValue5,attributeType6,attributeTitle6,attributeValue6,attributeType7,attributeTitle7,attributeValue7,attributeType8,attributeTitle8,attributeValue8,attributeType9,attributeTitle9,attributeValue9,attributeType10,attributeTitle10,attributeValue10,attributeType11,attributeTitle11,attributeValue11,attributeType12,attributeTitle12,attributeValue12,attributeType13,attributeTitle13,attributeValue13,attributeType14,attributeTitle14,attributeValue14,attributeType15,attributeTitle15,attributeValue15,attributeType16,attributeTitle16,attributeValue16,attributeType17,attributeTitle17,attributeValue17,attributeType18,attributeTitle18,attributeValue18,attributeType19,attributeTitle19,attributeValue19,attributeType20,attributeTitle20,attributeValue20
backmarket,2025-09-28,https://www.backmarket.co.uk/product-page/products/cea79c0e-61f7-4d42-bfd1-6ed7f0199e3b/pickers?premium_grade=true,https://www.backmarket.co.uk/en-gb/p/macbook-air-13-inch-2022-m2-8-core-and-8-core-gpu-8gb-ram-ssd-256gb-qwerty/cea79c0e-61f7-4d42-bfd1-6ed7f0199e3b?l=11,cea79c0e-61f7-4d42-bfd1-6ed7f0199e3b,Good | MacBook Air 13-inch (2022) - Apple M2 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Apple,630.0,1249.0,Y,save £619,Space Gray,256 GB,,,Home,Laptops,MacBook,MacBook Air 13-inch (2022) - Apple M2 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,,,,https://d2e6ccujb3mkqf.cloudfront.net/bc9e910a-2d03-462d-b84b-82e3d88df430-1_a9b7ef01-55e6-467d-8357-262509ee82e8.jpg,https://d2e6ccujb3mkqf.cloudfront.net/bc9e910a-2d03-462d-b84b-82e3d88df430-2_222818fe-7d88-46fb-a157-0a20bad40382.jpg,https://d2e6ccujb3mkqf.cloudfront.net/bc9e910a-2d03-462d-b84b-82e3d88df430-3_09e4e372-aac3-4833-8997-05de82462208.jpg,https://d2e6ccujb3mkqf.cloudfront.net/bc9e910a-2d03-462d-b84b-82e3d88df430-4_e6f73474-5c4a-4cde-b682-452604c1e8d6.jpg,https://d2e6ccujb3mkqf.cloudfront.net/bc9e910a-2d03-462d-b84b-82e3d88df430-5_639cb29a-4700-4923-9133-b1e12a55718c.jpg,"Refurbished MacBook M1 Apple MacBook Air (13"", 2022, M2 series) • QWERTY - English ✌ Up to 70% cheaper than new! ✅ Fast, free delivery ✅ Cheap MacBook Air ✅ 12 month warranty ✅ 30-day returns",,285,4.52,,,,Y,,£630.00,630.00,specification,Colour,Space Gray,specification,Storage,256 GB,specification,Memory,8 GB,specification,Model,MacBook Air,specification,Graphics card,8-core GPU,specification,OS,macOS,specification,macbook_parent_title,"(13"", 2022, Apple M2)",specification,Title (GMC),MacBook Air Apple M2 13-inch 8 GB (2022) Space Gray - Apple Laptop Refurbished,specification,macbook_processor_series,M2 series,specification,Retina,Yes,specification,Storage type,SSD,specification,Product ranking,2,specification,Processor,Apple M2 8-core,specification,IPS,Yes,specification,Touch ID,Yes,specification,Accessory Matching Key,No,specification,Processor series,M2 series,specification,HDMI output,No,specification,Jack plug,Yes,specification,Screen brightness,500 nits brightness
backmarket,2025-09-28,https://www.backmarket.co.uk/product-page/products/cea79c0e-61f7-4d42-bfd1-6ed7f0199e3b/pickers?premium_grade=true,https://www.backmarket.co.uk/en-gb/p/macbook-air-13-inch-2022-m2-8-core-and-8-core-gpu-8gb-ram-ssd-256gb-qwerty/cea79c0e-61f7-4d42-bfd1-6ed7f0199e3b?l=10,cea79c0e-61f7-4d42-bfd1-6ed7f0199e3b,Excellent | MacBook Air 13-inch (2022) - Apple M2 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Apple,675.0,1249.0,Y,save £574,Space Gray,256 GB,,,Home,Laptops,MacBook,MacBook Air 13-inch (2022) - Apple M2 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,,,,https://d2e6ccujb3mkqf.cloudfront.net/bc9e910a-2d03-462d-b84b-82e3d88df430-1_a9b7ef01-55e6-467d-8357-262509ee82e8.jpg,https://d2e6ccujb3mkqf.cloudfront.net/bc9e910a-2d03-462d-b84b-82e3d88df430-2_222818fe-7d88-46fb-a157-0a20bad40382.jpg,https://d2e6ccujb3mkqf.cloudfront.net/bc9e910a-2d03-462d-b84b-82e3d88df430-3_09e4e372-aac3-4833-8997-05de82462208.jpg,https://d2e6ccujb3mkqf.cloudfront.net/bc9e910a-2d03-462d-b84b-82e3d88df430-4_e6f73474-5c4a-4cde-b682-452604c1e8d6.jpg,https://d2e6ccujb3mkqf.cloudfront.net/bc9e910a-2d03-462d-b84b-82e3d88df430-5_639cb29a-4700-4923-9133-b1e12a55718c.jpg,"Refurbished MacBook M1 Apple MacBook Air (13"", 2022, M2 series) • QWERTY - English ✌ Up to 70% cheaper than new! ✅ Fast, free delivery ✅ Cheap MacBook Air ✅ 12 month warranty ✅ 30-day returns",,285,4.52,,,,Y,,£675.00,675.00,specification,Colour,Space Gray,specification,Storage,256 GB,specification,Memory,8 GB,specification,Model,MacBook Air,specification,Graphics card,8-core GPU,specification,OS,macOS,specification,macbook_parent_title,"(13"", 2022, Apple M2)",specification,Title (GMC),MacBook Air Apple M2 13-inch 8 GB (2022) Space Gray - Apple Laptop Refurbished,specification,macbook_processor_series,M2 series,specification,Retina,Yes,specification,Storage type,SSD,specification,Product ranking,2,specification,Processor,Apple M2 8-core,specification,IPS,Yes,specification,Touch ID,Yes,specification,Accessory Matching Key,No,specification,Processor series,M2 series,specification,HDMI output,No,specification,Jack plug,Yes,specification,Screen brightness,500 nits brightness
backmarket,2025-09-28,https://www.backmarket.co.uk/product-page/products/1e1ec3c9-c221-4651-870c-74d2c8c28a3c/pickers?premium_grade=true,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2021-14-inch-with-m1-pro-8-core-and-14-core-gpu-16gb-ram-ssd-512gb-qwerty-english-uk/1e1ec3c9-c221-4651-870c-74d2c8c28a3c?l=12,1e1ec3c9-c221-4651-870c-74d2c8c28a3c,Fair | MacBook Pro 14-inch (2021) - Apple M1 Pro 8-core and 14-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Apple,668.0,1899.0,Y,save £1231,Space Gray,512 GB,,,Home,Laptops,MacBook,MacBook Pro 14-inch (2021) - Apple M1 Pro 8-core and 14-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,,,,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-1_76a3b9d6-f15b-4e63-987a-2e5b3f92e137.jpg,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-2_23d59204-0e3c-4f5a-94e7-1e944b645876.jpg,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-3_597b0732-7410-4699-8405-82fea25b3f44.jpg,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-4_4c3528ac-ec3a-4f97-8622-b8ab59a325cf.jpg,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-5_f1ac8087-d648-43b2-933f-67202ff5f88d.jpg,"Refurbished MacBook M1 Apple MacBook Pro (14"", 2021, M1 series) • QWERTY - English ✌ Up to 70% cheaper than new! ✅ Fast, free delivery ✅ Cheap MacBook Pro ✅ 12 month warranty ✅ 30-day returns",,272,4.4,,,,Y,,£668.00,668.00,specification,Colour,Space Gray,specification,Storage,512 GB,specification,Memory,16 GB,specification,Model,MacBook Pro,specification,Graphics card,14-core GPU,specification,OS,macOS,specification,macbook_parent_title,"(14"", 2021, Apple M1 Pro)",specification,Title (GMC),MacBook Pro Apple M1 Pro 14-inch 16 GB (2021) Space Gray - Apple Laptop Refurbished,specification,macbook_processor_series,M1 series,specification,Retina,Yes,specification,Storage type,SSD,specification,Product ranking,2,specification,Processor,Apple M1 Pro 8-core,specification,IPS,No,specification,Touch ID,Yes,specification,Accessory Matching Key,No,specification,Processor series,M1 series,specification,HDMI output,Yes,specification,Jack plug,Yes,specification,Screen brightness,Up to 1000 nits sustained (full-screen) brightness / 1600 nits peak brightness
backmarket,2025-09-28,https://www.backmarket.co.uk/product-page/products/1e1ec3c9-c221-4651-870c-74d2c8c28a3c/pickers?premium_grade=true,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2021-14-inch-with-m1-pro-8-core-and-14-core-gpu-16gb-ram-ssd-512gb-qwerty-english-uk/1e1ec3c9-c221-4651-870c-74d2c8c28a3c?l=11,1e1ec3c9-c221-4651-870c-74d2c8c28a3c,Good | MacBook Pro 14-inch (2021) - Apple M1 Pro 8-core and 14-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Apple,706.0,1899.0,Y,save £1193,Space Gray,512 GB,,,Home,Laptops,MacBook,MacBook Pro 14-inch (2021) - Apple M1 Pro 8-core and 14-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,,,,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-1_76a3b9d6-f15b-4e63-987a-2e5b3f92e137.jpg,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-2_23d59204-0e3c-4f5a-94e7-1e944b645876.jpg,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-3_597b0732-7410-4699-8405-82fea25b3f44.jpg,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-4_4c3528ac-ec3a-4f97-8622-b8ab59a325cf.jpg,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-5_f1ac8087-d648-43b2-933f-67202ff5f88d.jpg,"Refurbished MacBook M1 Apple MacBook Pro (14"", 2021, M1 series) • QWERTY - English ✌ Up to 70% cheaper than new! ✅ Fast, free delivery ✅ Cheap MacBook Pro ✅ 12 month warranty ✅ 30-day returns",,272,4.4,,,,Y,,£706.00,706.00,specification,Colour,Space Gray,specification,Storage,512 GB,specification,Memory,16 GB,specification,Model,MacBook Pro,specification,Graphics card,14-core GPU,specification,OS,macOS,specification,macbook_parent_title,"(14"", 2021, Apple M1 Pro)",specification,Title (GMC),MacBook Pro Apple M1 Pro 14-inch 16 GB (2021) Space Gray - Apple Laptop Refurbished,specification,macbook_processor_series,M1 series,specification,Retina,Yes,specification,Storage type,SSD,specification,Product ranking,2,specification,Processor,Apple M1 Pro 8-core,specification,IPS,No,specification,Touch ID,Yes,specification,Accessory Matching Key,No,specification,Processor series,M1 series,specification,HDMI output,Yes,specification,Jack plug,Yes,specification,Screen brightness,Up to 1000 nits sustained (full-screen) brightness / 1600 nits peak brightness
backmarket,2025-09-28,https://www.backmarket.co.uk/product-page/products/1e1ec3c9-c221-4651-870c-74d2c8c28a3c/pickers?premium_grade=true,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2021-14-inch-with-m1-pro-8-core-and-14-core-gpu-16gb-ram-ssd-512gb-qwerty-english-uk/1e1ec3c9-c221-4651-870c-74d2c8c28a3c?l=10,1e1ec3c9-c221-4651-870c-74d2c8c28a3c,Excellent | MacBook Pro 14-inch (2021) - Apple M1 Pro 8-core and 14-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Apple,820.0,1899.0,Y,save £1079,Space Gray,512 GB,,,Home,Laptops,MacBook,MacBook Pro 14-inch (2021) - Apple M1 Pro 8-core and 14-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,,,,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-1_76a3b9d6-f15b-4e63-987a-2e5b3f92e137.jpg,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-2_23d59204-0e3c-4f5a-94e7-1e944b645876.jpg,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-3_597b0732-7410-4699-8405-82fea25b3f44.jpg,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-4_4c3528ac-ec3a-4f97-8622-b8ab59a325cf.jpg,https://d2e6ccujb3mkqf.cloudfront.net/1e1ec3c9-c221-4651-870c-74d2c8c28a3c-5_f1ac8087-d648-43b2-933f-67202ff5f88d.jpg,"Refurbished MacBook M1 Apple MacBook Pro (14"", 2021, M1 series) • QWERTY - English ✌ Up to 70% cheaper than new! ✅ Fast, free delivery ✅ Cheap MacBook Pro ✅ 12 month warranty ✅ 30-day returns",,272,4.4,,,,Y,,£820.00,820.00,specification,Colour,Space Gray,specification,Storage,512 GB,specification,Memory,16 GB,specification,Model,MacBook Pro,specification,Graphics card,14-core GPU,specification,OS,macOS,specification,macbook_parent_title,"(14"", 2021, Apple M1 Pro)",specification,Title (GMC),MacBook Pro Apple M1 Pro 14-inch 16 GB (2021) Space Gray - Apple Laptop Refurbished,specification,macbook_processor_series,M1 series,specification,Retina,Yes,specification,Storage type,SSD,specification,Product ranking,2,specification,Processor,Apple M1 Pro 8-core,specification,IPS,No,specification,Touch ID,Yes,specification,Accessory Matching Key,No,specification,Processor series,M1 series,specification,HDMI output,Yes,specification,Jack plug,Yes,specification,Screen brightness,Up to 1000 nits sustained (full-screen) brightness / 1600 nits peak brightness
backmarket,2025-09-28,https://www.backmarket.co.uk/product-page/products/c232810f-b82a-4d78-814d-069317c7d0ce/pickers?premium_grade=true,https://www.backmarket.co.uk/en-gb/p/macbook-air-153-inch-2023-m2-8-core-and-10-core-gpu-8gb-ram-ssd-256gb-qwerty-english/c232810f-b82a-4d78-814d-069317c7d0ce?l=11,c232810f-b82a-4d78-814d-069317c7d0ce,Good | MacBook Air 15-inch (2023) - Apple M2 8-core and 10-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Apple,689.0,1599.0,Y,save £910,Silver,256 GB,,,Home,Laptops,MacBook,MacBook Air 15-inch (2023) - Apple M2 8-core and 10-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,,,,https://d2e6ccujb3mkqf.cloudfront.net/c232810f-b82a-4d78-814d-069317c7d0ce-1_f01bcdb2-aa72-4f81-94c8-77b7b9c77c11.jpg,https://d2e6ccujb3mkqf.cloudfront.net/c232810f-b82a-4d78-814d-069317c7d0ce-2_c99220ff-640f-4034-ad80-4127c17c7356.jpg,https://d2e6ccujb3mkqf.cloudfront.net/c232810f-b82a-4d78-814d-069317c7d0ce-3_a18bc73e-bebe-49c8-a6b6-78fb57d45ce7.jpg,https://d2e6ccujb3mkqf.cloudfront.net/c232810f-b82a-4d78-814d-069317c7d0ce-4_1217b843-9a04-4434-9436-a0e1cf4779ad.jpg,https://d2e6ccujb3mkqf.cloudfront.net/c232810f-b82a-4d78-814d-069317c7d0ce-5_55988f81-6168-4bae-a2f5-0ee798737df5.jpg,"Refurbished MacBook M1 Apple MacBook Air (15"", 2023, M2 series) • QWERTY - English ✌ Up to 70% cheaper than new! ✅ Fast, free delivery ✅ Cheap MacBook Air ✅ 12 month warranty ✅ 30-day returns",,101,4.56,,,,Y,,£689.00,689.00,specification,Colour,Silver,specification,Storage,256 GB,specification,Memory,8 GB,specification,Model,MacBook Air,specification,Graphics card,10-core GPU,specification,OS,macOS,specification,macbook_parent_title,"(15"", 2023, Apple M2)",specification,Title (GMC),MacBook Air Apple M2 15-inch 8 GB (2023) Silver - Apple Laptop Refurbished,specification,macbook_processor_series,M2 series,specification,Retina,Yes,specification,Storage type,SSD,specification,Product ranking,2,specification,Processor,Apple M2 8-core,specification,IPS,Yes,specification,Touch ID,Yes,specification,Accessory Matching Key,No,specification,Processor series,M2 series,specification,HDMI output,No,specification,Jack plug,Yes,specification,Screen brightness,500 nits brightness
backmarket,2025-09-28,https://www.backmarket.co.uk/product-page/products/c232810f-b82a-4d78-814d-069317c7d0ce/pickers?premium_grade=true,https://www.backmarket.co.uk/en-gb/p/macbook-air-153-inch-2023-m2-8-core-and-10-core-gpu-8gb-ram-ssd-256gb-qwerty-english/c232810f-b82a-4d78-814d-069317c7d0ce?l=10,c232810f-b82a-4d78-814d-069317c7d0ce,Excellent | MacBook Air 15-inch (2023) - Apple M2 8-core and 10-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Apple,760.0,1599.0,Y,save £839,Silver,256 GB,,,Home,Laptops,MacBook,MacBook Air 15-inch (2023) - Apple M2 8-core and 10-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,,,,https://d2e6ccujb3mkqf.cloudfront.net/c232810f-b82a-4d78-814d-069317c7d0ce-1_f01bcdb2-aa72-4f81-94c8-77b7b9c77c11.jpg,https://d2e6ccujb3mkqf.cloudfront.net/c232810f-b82a-4d78-814d-069317c7d0ce-2_c99220ff-640f-4034-ad80-4127c17c7356.jpg,https://d2e6ccujb3mkqf.cloudfront.net/c232810f-b82a-4d78-814d-069317c7d0ce-3_a18bc73e-bebe-49c8-a6b6-78fb57d45ce7.jpg,https://d2e6ccujb3mkqf.cloudfront.net/c232810f-b82a-4d78-814d-069317c7d0ce-4_1217b843-9a04-4434-9436-a0e1cf4779ad.jpg,https://d2e6ccujb3mkqf.cloudfront.net/c232810f-b82a-4d78-814d-069317c7d0ce-5_55988f81-6168-4bae-a2f5-0ee798737df5.jpg,"Refurbished MacBook M1 Apple MacBook Air (15"", 2023, M2 series) • QWERTY - English ✌ Up to 70% cheaper than new! ✅ Fast, free delivery ✅ Cheap MacBook Air ✅ 12 month warranty ✅ 30-day returns",,101,4.56,,,,Y,,£760.00,760.00,specification,Colour,Silver,specification,Storage,256 GB,specification,Memory,8 GB,specification,Model,MacBook Air,specification,Graphics card,10-core GPU,specification,OS,macOS,specification,macbook_parent_title,"(15"", 2023, Apple M2)",specification,Title (GMC),MacBook Air Apple M2 15-inch 8 GB (2023) Silver - Apple Laptop Refurbished,specification,macbook_processor_series,M2 series,specification,Retina,Yes,specification,Storage type,SSD,specification,Product ranking,2,specification,Processor,Apple M2 8-core,specification,IPS,Yes,specification,Touch ID,Yes,specification,Accessory Matching Key,No,specification,Processor series,M2 series,specification,HDMI output,No,specification,Jack plug,Yes,specification,Screen brightness,500 nits brightness
backmarket,2025-09-28,https://www.backmarket.co.uk/product-page/products/971d112f-19a2-434b-982a-e393399d9fd9/pickers?premium_grade=true,https://www.backmarket.co.uk/en-gb/p/macbook-pro-142-inch-2022-m2-pro-10-core-and-16-core-gpu-16gb-ram-ssd-512gb-qwerty-english/971d112f-19a2-434b-982a-e393399d9fd9?l=12,971d112f-19a2-434b-982a-e393399d9fd9,Fair | MacBook Pro 14-inch (2023) - Apple M2 Pro 10-core and 16-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Apple,998.0,2149.0,Y,save £1151,Space Gray,512 GB,,,Home,Laptops,MacBook,MacBook Pro 14-inch (2023) - Apple M2 Pro 10-core and 16-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,,,,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-1_1cacf574-9407-4ff5-8ecc-bc7da1b6fe39.jpg,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-2_81f4c1b7-815d-4b6c-bef8-bf1ce3e82d3f.jpg,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-3_07383166-6f2c-4a44-b43c-e3b4b1f7ac1f.jpg,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-4_2af966ef-61b5-4745-bff2-4bb84df6520a.jpg,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-5_96fc2f11-1879-4782-8dee-b7d31121e243.jpg,"Refurbished MacBook M1 Apple MacBook Pro (14"", 2023, M2 series) • QWERTY - English ✌ Up to 70% cheaper than new! ✅ Fast, free delivery ✅ Cheap MacBook Pro ✅ 12 month warranty ✅ 30-day returns",,62,4.39,,,,Y,,£998.00,998.00,specification,Colour,Space Gray,specification,Storage,512 GB,specification,Memory,16 GB,specification,Model,MacBook Pro,specification,Graphics card,16-core GPU,specification,OS,macOS,specification,macbook_parent_title,"(14"", 2023, Apple M2 Pro)",specification,Title (GMC),MacBook Pro Apple M2 Pro 14-inch 16 GB (2023) Space Gray - Apple Laptop Refurbished,specification,macbook_processor_series,M2 series,specification,Retina,Yes,specification,Storage type,SSD,specification,Product ranking,3,specification,Processor,Apple M2 Pro 10-core,specification,IPS,No,specification,Touch ID,Yes,specification,Accessory Matching Key,No,specification,Processor series,M2 series,specification,HDMI output,Yes,specification,Jack plug,Yes,specification,Screen brightness,Up to 1000 nits sustained (full-screen) brightness / 1600 nits peak brightness
backmarket,2025-09-28,https://www.backmarket.co.uk/product-page/products/971d112f-19a2-434b-982a-e393399d9fd9/pickers?premium_grade=true,https://www.backmarket.co.uk/en-gb/p/macbook-pro-142-inch-2022-m2-pro-10-core-and-16-core-gpu-16gb-ram-ssd-512gb-qwerty-english/971d112f-19a2-434b-982a-e393399d9fd9?l=11,971d112f-19a2-434b-982a-e393399d9fd9,Good | MacBook Pro 14-inch (2023) - Apple M2 Pro 10-core and 16-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Apple,1092.0,2149.0,Y,save £1057,Space Gray,512 GB,,,Home,Laptops,MacBook,MacBook Pro 14-inch (2023) - Apple M2 Pro 10-core and 16-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,,,,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-1_1cacf574-9407-4ff5-8ecc-bc7da1b6fe39.jpg,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-2_81f4c1b7-815d-4b6c-bef8-bf1ce3e82d3f.jpg,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-3_07383166-6f2c-4a44-b43c-e3b4b1f7ac1f.jpg,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-4_2af966ef-61b5-4745-bff2-4bb84df6520a.jpg,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-5_96fc2f11-1879-4782-8dee-b7d31121e243.jpg,"Refurbished MacBook M1 Apple MacBook Pro (14"", 2023, M2 series) • QWERTY - English ✌ Up to 70% cheaper than new! ✅ Fast, free delivery ✅ Cheap MacBook Pro ✅ 12 month warranty ✅ 30-day returns",,62,4.39,,,,Y,,£1092.00,1092.00,specification,Colour,Space Gray,specification,Storage,512 GB,specification,Memory,16 GB,specification,Model,MacBook Pro,specification,Graphics card,16-core GPU,specification,OS,macOS,specification,macbook_parent_title,"(14"", 2023, Apple M2 Pro)",specification,Title (GMC),MacBook Pro Apple M2 Pro 14-inch 16 GB (2023) Space Gray - Apple Laptop Refurbished,specification,macbook_processor_series,M2 series,specification,Retina,Yes,specification,Storage type,SSD,specification,Product ranking,3,specification,Processor,Apple M2 Pro 10-core,specification,IPS,No,specification,Touch ID,Yes,specification,Accessory Matching Key,No,specification,Processor series,M2 series,specification,HDMI output,Yes,specification,Jack plug,Yes,specification,Screen brightness,Up to 1000 nits sustained (full-screen) brightness / 1600 nits peak brightness
backmarket,2025-09-28,https://www.backmarket.co.uk/product-page/products/971d112f-19a2-434b-982a-e393399d9fd9/pickers?premium_grade=true,https://www.backmarket.co.uk/en-gb/p/macbook-pro-142-inch-2022-m2-pro-10-core-and-16-core-gpu-16gb-ram-ssd-512gb-qwerty-english/971d112f-19a2-434b-982a-e393399d9fd9?l=10,971d112f-19a2-434b-982a-e393399d9fd9,Excellent | MacBook Pro 14-inch (2023) - Apple M2 Pro 10-core and 16-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Apple,1119.0,2149.0,Y,save £1030,Space Gray,512 GB,,,Home,Laptops,MacBook,MacBook Pro 14-inch (2023) - Apple M2 Pro 10-core and 16-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,,,,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-1_1cacf574-9407-4ff5-8ecc-bc7da1b6fe39.jpg,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-2_81f4c1b7-815d-4b6c-bef8-bf1ce3e82d3f.jpg,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-3_07383166-6f2c-4a44-b43c-e3b4b1f7ac1f.jpg,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-4_2af966ef-61b5-4745-bff2-4bb84df6520a.jpg,https://d2e6ccujb3mkqf.cloudfront.net/971d112f-19a2-434b-982a-e393399d9fd9-5_96fc2f11-1879-4782-8dee-b7d31121e243.jpg,"Refurbished MacBook M1 Apple MacBook Pro (14"", 2023, M2 series) • QWERTY - English ✌ Up to 70% cheaper than new! ✅ Fast, free delivery ✅ Cheap MacBook Pro ✅ 12 month warranty ✅ 30-day returns",,62,4.39,,,,Y,,£1119.00,1119.00,specification,Colour,Space Gray,specification,Storage,512 GB,specification,Memory,16 GB,specification,Model,MacBook Pro,specification,Graphics card,16-core GPU,specification,OS,macOS,specification,macbook_parent_title,"(14"", 2023, Apple M2 Pro)",specification,Title (GMC),MacBook Pro Apple M2 Pro 14-inch 16 GB (2023) Space Gray - Apple Laptop Refurbished,specification,macbook_processor_series,M2 series,specification,Retina,Yes,specification,Storage type,SSD,specification,Product ranking,3,specification,Processor,Apple M2 Pro 10-core,specification,IPS,No,specification,Touch ID,Yes,specification,Accessory Matching Key,No,specification,Processor series,M2 series,specification,HDMI output,Yes,specification,Jack plug,Yes,specification,Screen brightness,Up to 1000 nits sustained (full-screen) brightness / 1600 nits peak brightness
